customer_id,recency,frequency,monetary_value,R_score,F_score,M_score,RFM_Score,RFM_Segment,Cluster
C01656,86,7,26020,4,4,4,12,Loyal Customers,3
C01657,238,1,1904,2,1,1,4,Lost,3
C01658,417,1,1511,2,1,1,4,Lost,0
C01659,13,47,103349,5,5,5,15,Champions,2
C01660,394,1,5015,2,1,2,5,At Risk,0
C01661,131,4,59682,3,3,5,11,Loyal Customers,3
C01662,497,1,1313,1,1,1,3,Lost,0
C01663,226,1,52163,2,1,5,8,Potential Loyalists,3
C01664,177,4,10409,3,3,3,9,Potential Loyalists,3
C01665,112,4,12300,3,3,3,9,Potential Loyalists,3
C01666,388,2,66972,2,2,5,9,Potential Loyalists,0
C01667,728,1,2921,1,1,1,3,Lost,0
C01668,233,2,10490,2,2,3,7,Potential Loyalists,3
C01669,619,1,5996,1,1,2,4,Lost,0
C01670,149,3,1941,3,3,1,7,Potential Loyalists,3
C01671,34,7,14483,5,4,3,12,Loyal Customers,3
C01672,62,7,159160,4,4,5,13,Champions,3
C01673,126,6,36099,3,4,4,11,Loyal Customers,3
C01674,713,1,2651,1,1,1,3,Lost,0
C01675,706,1,1046,1,1,1,3,Lost,0
C01676,456,1,18986,1,1,4,6,At Risk,0
C01677,762,1,6373,1,1,2,4,Lost,0
C01678,39,6,71708,5,4,5,14,Champions,3
C01679,398,1,4875,2,1,2,5,At Risk,0
C01680,395,2,4413,2,2,2,6,At Risk,0
C01681,69,10,27659,4,5,4,13,Champions,3
C01682,97,8,5826,3,5,2,10,Loyal Customers,3
C01683,664,1,1008,1,1,1,3,Lost,0
C01684,493,1,5850,1,1,2,4,Lost,0
C01685,83,8,8230,4,5,2,11,Loyal Customers,3
C01686,151,2,36816,3,2,4,9,Potential Loyalists,3
C01687,37,12,23217,5,5,4,14,Champions,3
C01688,166,2,3052,3,2,1,6,At Risk,3
C01689,503,1,1105,1,1,1,3,Lost,0
C01690,48,7,17312,5,4,4,13,Champions,3
C01691,83,9,405202,4,5,5,14,Champions,1
C01692,740,1,22240,1,1,4,6,At Risk,0
C01693,693,1,2895,1,1,1,3,Lost,0
C01694,314,1,12222,2,1,3,6,At Risk,0
C01695,98,4,25313,3,3,4,10,Loyal Customers,3
C01696,46,7,19510,5,4,4,13,Champions,3
C01697,712,1,8508,1,1,3,5,At Risk,0
C01698,497,1,1192,1,1,1,3,Lost,0
C01699,94,8,6107,4,5,2,11,Loyal Customers,3
C01700,170,4,3596,3,3,2,8,Potential Loyalists,3
C01701,58,7,22437,4,4,4,12,Loyal Customers,3
C01702,349,1,10192,2,1,3,6,At Risk,0
C01703,92,8,8332,4,5,3,12,Loyal Customers,3
C01704,798,1,1093,1,1,1,3,Lost,0
C01705,48,12,26659,5,5,4,14,Champions,3
C01706,50,4,13674,5,3,3,11,Loyal Customers,3
C01707,359,1,2640,2,1,1,4,Lost,0
C01708,664,1,3303,1,1,2,4,Lost,0
C01709,340,1,787,2,1,1,4,Lost,0
C01710,75,10,8114,4,5,2,11,Loyal Customers,3
C01711,171,4,15238,3,3,3,9,Potential Loyalists,3
C01712,757,1,5544,1,1,2,4,Lost,0
C01713,297,1,7848,2,1,2,5,At Risk,0
C01714,375,1,11511,2,1,3,6,At Risk,0
C01715,45,7,64071,5,4,5,14,Champions,3
C01716,187,3,11952,3,3,3,9,Potential Loyalists,3
C01717,690,1,33102,1,1,4,6,At Risk,0
C01718,97,5,12928,3,3,3,9,Potential Loyalists,3
C01719,133,6,10222,3,4,3,10,Loyal Customers,3
C01720,74,7,54024,4,4,5,13,Champions,3
C01721,258,1,12520,2,1,3,6,At Risk,3
C01722,28,8,32595,5,5,4,14,Champions,3
C01723,338,1,3158,2,1,2,5,At Risk,0
C01724,130,4,4091,3,3,2,8,Potential Loyalists,3
C01725,358,2,7067,2,2,2,6,At Risk,0
C01726,26,22,421065,5,5,5,15,Champions,1
C01727,194,1,1152,3,1,1,5,At Risk,3
C01728,237,2,3016,2,2,1,5,At Risk,3
C01729,27,8,19469,5,5,4,14,Champions,3
C01730,107,5,13644,3,3,3,9,Potential Loyalists,3
C01731,34,8,9637,5,5,3,13,Champions,3
C01732,50,4,18440,5,3,4,12,Loyal Customers,3
C01733,60,9,173301,4,5,5,14,Champions,3
C01734,54,12,16328,5,5,3,13,Champions,3
C01735,121,2,3546,3,2,2,7,Potential Loyalists,3
C01736,44,5,43869,5,3,5,13,Champions,3
C01737,238,1,10772,2,1,3,6,At Risk,3
C01738,18,36,30372,5,5,4,14,Champions,2
C01739,244,2,3375,2,2,2,6,At Risk,3
C01740,98,8,11009,3,5,3,11,Loyal Customers,3
C01741,52,15,50530,5,5,5,15,Champions,3
C01742,785,1,19668,1,1,4,6,At Risk,0
C01743,407,1,5276,2,1,2,5,At Risk,0
C01744,95,8,16090,4,5,3,12,Loyal Customers,3
C01745,81,8,197246,4,5,5,14,Champions,3
C01746,385,2,21146,2,2,4,8,Potential Loyalists,0
C01747,377,2,8646,2,2,3,7,Potential Loyalists,0
C01748,95,7,20917,4,4,4,12,Loyal Customers,3
C01749,25,8,417820,5,5,5,15,Champions,1
C01750,40,7,4014,5,4,2,11,Loyal Customers,3
C01751,133,6,31000,3,4,4,11,Loyal Customers,3
C01752,141,2,5903,3,2,2,7,Potential Loyalists,3
C01753,108,7,26034,3,4,4,11,Loyal Customers,3
C01754,54,7,146519,5,4,5,14,Champions,3
C01755,532,1,4716,1,1,2,4,Lost,0
C01756,259,1,9198,2,1,3,6,At Risk,3
C01757,447,1,1686,1,1,1,3,Lost,0
C01758,331,2,3003,2,2,1,5,At Risk,0
C01759,92,8,4826,4,5,2,11,Loyal Customers,3
C01760,142,2,4656,3,2,2,7,Potential Loyalists,3
C01761,240,1,3832,2,1,2,5,At Risk,3
C01762,508,1,2411,1,1,1,3,Lost,0
C01763,55,9,16857,4,5,3,12,Loyal Customers,3
C01764,88,8,16583,4,5,3,12,Loyal Customers,3
C01765,310,1,4610,2,1,2,5,At Risk,0
C01766,80,7,15708,4,4,3,11,Loyal Customers,3
C01767,102,6,23955,3,4,4,11,Loyal Customers,3
C01768,561,1,1466,1,1,1,3,Lost,0
C01769,267,2,8339,2,2,3,7,Potential Loyalists,3
C01770,622,1,2443,1,1,1,3,Lost,0
C01771,67,7,18654,4,4,4,12,Loyal Customers,3
C01772,273,1,16758,2,1,3,6,At Risk,3
C01773,43,7,3303,5,4,2,11,Loyal Customers,3
C01774,13,21,483620,5,5,5,15,Champions,1
C01775,45,10,12660,5,5,3,13,Champions,3
C01776,62,7,23764,4,4,4,12,Loyal Customers,3
C01777,99,2,19655,3,2,4,9,Potential Loyalists,3
C01778,33,24,59132,5,5,5,15,Champions,2
C01779,144,5,16218,3,3,3,9,Potential Loyalists,3
C01780,82,8,34460,4,5,4,13,Champions,3
C01781,374,1,2386,2,1,1,4,Lost,0
C01782,88,5,280859,4,3,5,12,Loyal Customers,3
C01783,237,2,4550,2,2,2,6,At Risk,3
C01784,578,1,2832,1,1,1,3,Lost,0
C01785,17,40,75095,5,5,5,15,Champions,2
C01786,747,1,4898,1,1,2,4,Lost,0
C01787,71,6,68501,4,4,5,13,Champions,3
C01788,56,8,34280,4,5,4,13,Champions,3
C01789,63,7,14112,4,4,3,11,Loyal Customers,3
C01790,185,4,13834,3,3,3,9,Potential Loyalists,3
C01791,46,6,15099,5,4,3,12,Loyal Customers,3
C01792,100,7,349141,3,4,5,12,Loyal Customers,1
C01793,114,6,66317,3,4,5,12,Loyal Customers,3
C01794,117,4,14582,3,3,3,9,Potential Loyalists,3
C01795,798,1,2911,1,1,1,3,Lost,0
C01796,246,3,6031,2,3,2,7,Potential Loyalists,3
C01797,25,21,23739,5,5,4,14,Champions,2
C01798,99,8,26928,3,5,4,12,Loyal Customers,3
C01799,791,1,1915,1,1,1,3,Lost,0
C01800,57,6,13155,4,4,3,11,Loyal Customers,3
C01801,47,12,57440,5,5,5,15,Champions,3
C01802,32,8,10524,5,5,3,13,Champions,3
C01803,425,1,1072,2,1,1,4,Lost,0
C01804,309,2,4426,2,2,2,6,At Risk,0
C01805,23,30,78729,5,5,5,15,Champions,2
C01806,644,1,991,1,1,1,3,Lost,0
C01807,277,1,5673,2,1,2,5,At Risk,0
C01808,154,3,2241,3,3,1,7,Potential Loyalists,3
C01809,193,3,15130,3,3,3,9,Potential Loyalists,3
C01810,60,11,10702,4,5,3,12,Loyal Customers,3
C01811,64,10,142658,4,5,5,14,Champions,3
C01812,58,4,16801,4,3,3,10,Loyal Customers,3
C01813,114,5,92411,3,3,5,11,Loyal Customers,3
C01814,242,1,1402,2,1,1,4,Lost,3
C01815,99,6,3966,3,4,2,9,Potential Loyalists,3
C01816,628,1,2816,1,1,1,3,Lost,0
C01817,58,6,109248,4,4,5,13,Champions,3
C01818,14,40,151498,5,5,5,15,Champions,2
C01819,75,4,29056,4,3,4,11,Loyal Customers,3
C01820,576,1,1427,1,1,1,3,Lost,0
C01821,47,8,116423,5,5,5,15,Champions,3
C01822,56,7,20008,4,4,4,12,Loyal Customers,3
C01823,127,4,3326,3,3,2,8,Potential Loyalists,3
C01824,37,20,126563,5,5,5,15,Champions,2
C01825,699,1,3941,1,1,2,4,Lost,0
C01826,251,1,2084,2,1,1,4,Lost,3
C01827,339,1,1263,2,1,1,4,Lost,0
C01828,593,1,2510,1,1,1,3,Lost,0
C01829,108,4,8531,3,3,3,9,Potential Loyalists,3
C01830,296,2,9242,2,2,3,7,Potential Loyalists,0
C01831,230,1,2391,2,1,1,4,Lost,3
C01832,79,8,26512,4,5,4,13,Champions,3
C01833,57,7,25965,4,4,4,12,Loyal Customers,3
C01834,46,6,10352,5,4,3,12,Loyal Customers,3
C01835,149,5,11952,3,3,3,9,Potential Loyalists,3
C01836,447,1,2083,1,1,1,3,Lost,0
C01837,184,2,20238,3,2,4,9,Potential Loyalists,3
C01838,105,4,11238,3,3,3,9,Potential Loyalists,3
C01839,6,46,45188,5,5,5,15,Champions,2
C01840,595,1,17318,1,1,4,6,At Risk,0
C01841,63,8,25199,4,5,4,13,Champions,3
C01842,119,4,4554,3,3,2,8,Potential Loyalists,3
C01843,75,4,3828,4,3,2,9,Potential Loyalists,3
C01844,354,1,2509,2,1,1,4,Lost,0
C01845,247,2,5934,2,2,2,6,At Risk,3
C01846,144,5,11968,3,3,3,9,Potential Loyalists,3
C01847,60,9,20150,4,5,4,13,Champions,3
C01848,111,4,2879,3,3,1,7,Potential Loyalists,3
C01849,60,13,21345,4,5,4,13,Champions,3
C01850,23,11,25093,5,5,4,14,Champions,3
C01851,507,1,11661,1,1,3,5,At Risk,0
C01852,356,1,2854,2,1,1,4,Lost,0
C01853,59,4,32165,4,3,4,11,Loyal Customers,3
C01854,131,2,23807,3,2,4,9,Potential Loyalists,3
C01855,55,12,155794,4,5,5,14,Champions,3
C01856,249,1,9549,2,1,3,6,At Risk,3
C01857,668,1,3468,1,1,2,4,Lost,0
C01858,194,1,2413,3,1,1,5,At Risk,3
C01859,341,1,31744,2,1,4,7,Potential Loyalists,0
C01860,75,6,173993,4,4,5,13,Champions,3
C01861,559,1,1747,1,1,1,3,Lost,0
C01862,31,7,5864,5,4,2,11,Loyal Customers,3
C01863,55,10,9144,4,5,3,12,Loyal Customers,3
C01864,106,6,38045,3,4,4,11,Loyal Customers,3
C01865,154,5,14549,3,3,3,9,Potential Loyalists,3
C01866,67,9,10130,4,5,3,12,Loyal Customers,3
C01867,22,13,163792,5,5,5,15,Champions,3
C01868,55,7,157395,4,4,5,13,Champions,3
C01869,352,1,5240,2,1,2,5,At Risk,0
C01870,80,8,29948,4,5,4,13,Champions,3
C01871,338,1,2419,2,1,1,4,Lost,0
C01872,239,1,2232,2,1,1,4,Lost,3
C01873,12,27,24635,5,5,4,14,Champions,2
C01874,24,8,55806,5,5,5,15,Champions,3
C01875,38,9,395833,5,5,5,15,Champions,1
C01876,243,2,19024,2,2,4,8,Potential Loyalists,3
C01877,255,3,2792,2,3,1,6,At Risk,3
C01878,95,7,24427,4,4,4,12,Loyal Customers,3
C01879,155,5,13306,3,3,3,9,Potential Loyalists,3
C01880,317,1,2718,2,1,1,4,Lost,0
C01881,61,4,11502,4,3,3,10,Loyal Customers,3
C01882,453,1,2149,1,1,1,3,Lost,0
C01883,31,8,23746,5,5,4,14,Champions,3
C01884,252,1,6547,2,1,2,5,At Risk,3
C01885,126,4,20611,3,3,4,10,Loyal Customers,3
C01886,28,7,6914,5,4,2,11,Loyal Customers,3
C01887,105,7,97036,3,4,5,12,Loyal Customers,3
C01888,149,5,7414,3,3,2,8,Potential Loyalists,3
C01889,46,15,12420,5,5,3,13,Champions,3
C01890,399,1,3540,2,1,2,5,At Risk,0
C01891,47,11,42193,5,5,5,15,Champions,3
C01892,56,6,11571,4,4,3,11,Loyal Customers,3
C01893,260,3,16194,2,3,3,8,Potential Loyalists,3
C01894,417,1,2774,2,1,1,4,Lost,0
C01895,109,7,14054,3,4,3,10,Loyal Customers,3
C01896,37,8,16625,5,5,3,13,Champions,3
C01897,101,2,93010,3,2,5,10,Loyal Customers,3
C01898,78,9,28985,4,5,4,13,Champions,3
C01899,712,1,1424,1,1,1,3,Lost,0
C01900,113,3,15591,3,3,3,9,Potential Loyalists,3
C01901,737,1,2874,1,1,1,3,Lost,0
C01902,50,4,6773,5,3,2,10,Loyal Customers,3
C01903,52,10,7116,5,5,2,12,Loyal Customers,3
C01904,46,6,54858,5,4,5,14,Champions,3
C01905,66,6,100387,4,4,5,13,Champions,3
C01906,790,1,6463,1,1,2,4,Lost,0
C01907,391,1,9489,2,1,3,6,At Risk,0
C01908,39,5,50136,5,3,5,13,Champions,3
C01909,366,1,1477,2,1,1,4,Lost,0
C01910,36,10,81032,5,5,5,15,Champions,3
C01911,724,1,1438,1,1,1,3,Lost,0
C01912,178,4,4255,3,3,2,8,Potential Loyalists,3
C01913,111,7,11027,3,4,3,10,Loyal Customers,3
C01914,74,6,7358,4,4,2,10,Loyal Customers,3
C01915,794,1,3042,1,1,1,3,Lost,0
C01916,185,2,2453,3,2,1,6,At Risk,3
C01917,66,7,46215,4,4,5,13,Champions,3
C01918,80,8,40678,4,5,4,13,Champions,3
C01919,434,1,457,1,1,1,3,Lost,0
C01920,61,5,101250,4,3,5,12,Loyal Customers,3
C01921,34,6,17257,5,4,4,13,Champions,3
C01922,266,2,3441,2,2,2,6,At Risk,3
C01923,117,6,5885,3,4,2,9,Potential Loyalists,3
C01924,451,1,5147,1,1,2,4,Lost,0
C01925,38,10,34780,5,5,4,14,Champions,3
C01926,653,1,4244,1,1,2,4,Lost,0
C01927,116,5,10637,3,3,3,9,Potential Loyalists,3
C01928,312,1,18430,2,1,4,7,Potential Loyalists,0
C01929,802,1,863,1,1,1,3,Lost,0
C01930,45,10,27109,5,5,4,14,Champions,3
C01931,426,1,8609,2,1,3,6,At Risk,0
C01932,98,3,4708,3,3,2,8,Potential Loyalists,3
C01933,64,6,9079,4,4,3,11,Loyal Customers,3
C01934,28,7,6174,5,4,2,11,Loyal Customers,3
C01935,764,1,3315,1,1,2,4,Lost,0
C01936,51,6,5979,5,4,2,11,Loyal Customers,3
C01937,130,4,172728,3,3,5,11,Loyal Customers,3
C01938,68,3,5708,4,3,2,9,Potential Loyalists,3
C01939,609,1,2227,1,1,1,3,Lost,0
C01940,36,8,18222,5,5,4,14,Champions,3
C01941,14,40,27133,5,5,4,14,Champions,2
C01942,197,1,2327,3,1,1,5,At Risk,3
C01943,19,35,37352,5,5,4,14,Champions,2
C01944,77,4,29842,4,3,4,11,Loyal Customers,3
C01945,475,1,4996,1,1,2,4,Lost,0
C01946,131,4,2823,3,3,1,7,Potential Loyalists,3
C01947,71,3,13032,4,3,3,10,Loyal Customers,3
C01948,106,7,5642,3,4,2,9,Potential Loyalists,3
C01949,133,4,2450,3,3,1,7,Potential Loyalists,3
C01950,416,1,55039,2,1,5,8,Potential Loyalists,0
C01951,100,7,19077,3,4,4,11,Loyal Customers,3
C01952,52,8,17550,5,5,4,14,Champions,3
C01953,72,6,35990,4,4,4,12,Loyal Customers,3
C01954,665,1,5509,1,1,2,4,Lost,0
C01955,71,7,3544,4,4,2,10,Loyal Customers,3
C01956,69,6,11141,4,4,3,11,Loyal Customers,3
C01957,116,5,22699,3,3,4,10,Loyal Customers,3
C01958,110,4,3422,3,3,2,8,Potential Loyalists,3
C01959,649,1,1247,1,1,1,3,Lost,0
C01960,186,4,2068,3,3,1,7,Potential Loyalists,3
C01961,571,1,2225,1,1,1,3,Lost,0
C01962,31,7,33420,5,4,4,13,Champions,3
C01963,737,1,7714,1,1,2,4,Lost,0
C01964,44,13,190896,5,5,5,15,Champions,3
C01965,192,1,2714,3,1,1,5,At Risk,3
C01966,84,9,164135,4,5,5,14,Champions,3
C01967,22,33,98694,5,5,5,15,Champions,2
C01968,121,2,10148,3,2,3,8,Potential Loyalists,3
C01969,44,5,5872,5,3,2,10,Loyal Customers,3
C01970,49,8,140078,5,5,5,15,Champions,3
C01971,129,4,40142,3,3,4,10,Loyal Customers,3
C01972,160,5,17926,3,3,4,10,Loyal Customers,3
C01973,118,6,2475,3,4,1,8,Potential Loyalists,3
C01974,297,1,3929,2,1,2,5,At Risk,0
C01975,85,9,29097,4,5,4,13,Champions,3
C01976,101,8,140082,3,5,5,13,Champions,3
C01977,310,1,1009,2,1,1,4,Lost,0
C01978,135,3,14623,3,3,3,9,Potential Loyalists,3
C01979,25,8,9680,5,5,3,13,Champions,3
C01980,656,1,1611,1,1,1,3,Lost,0
C01981,54,12,170772,5,5,5,15,Champions,3
C01982,136,2,4926,3,2,2,7,Potential Loyalists,3
C01983,134,6,15040,3,4,3,10,Loyal Customers,3
C01984,120,4,4479,3,3,2,8,Potential Loyalists,3
C01985,59,8,10230,4,5,3,12,Loyal Customers,3
C01986,59,5,11369,4,3,3,10,Loyal Customers,3
C01987,751,1,1402,1,1,1,3,Lost,0
C01988,693,1,2160,1,1,1,3,Lost,0
C01989,261,1,7244,2,1,2,5,At Risk,3
C01990,579,1,1073,1,1,1,3,Lost,0
C01991,535,1,9676,1,1,3,5,At Risk,0
C01992,49,13,16998,5,5,3,13,Champions,3
C01993,11,24,1035253,5,5,5,15,Champions,1
C01994,80,6,30481,4,4,4,12,Loyal Customers,3
C01995,83,6,35962,4,4,4,12,Loyal Customers,3
C01996,10,22,57725,5,5,5,15,Champions,2
C01997,614,1,2791,1,1,1,3,Lost,0
C01998,5,46,103294,5,5,5,15,Champions,2
C01999,745,1,995,1,1,1,3,Lost,0
C02000,783,1,2816,1,1,1,3,Lost,0
C02001,148,2,4916,3,2,2,7,Potential Loyalists,3
C02002,31,14,8894,5,5,3,13,Champions,3
C02003,319,1,11655,2,1,3,6,At Risk,0
C02004,39,6,99733,5,4,5,14,Champions,3
C02005,381,1,14497,2,1,3,6,At Risk,0
C02006,662,1,3336,1,1,2,4,Lost,0
C02007,104,5,97085,3,3,5,11,Loyal Customers,3
C02008,338,2,23144,2,2,4,8,Potential Loyalists,0
C02009,44,15,91711,5,5,5,15,Champions,3
C02010,34,7,39068,5,4,4,13,Champions,3
C02011,414,1,1336,2,1,1,4,Lost,0
C02012,475,1,785,1,1,1,3,Lost,0
C02013,233,1,2765,2,1,1,4,Lost,3
C02014,72,6,290283,4,4,5,13,Champions,3
C02015,31,9,347345,5,5,5,15,Champions,1
C02016,107,7,23482,3,4,4,11,Loyal Customers,3
C02017,62,8,8700,4,5,3,12,Loyal Customers,3
C02018,236,1,2760,2,1,1,4,Lost,3
C02019,55,5,21048,4,3,4,11,Loyal Customers,3
C02020,489,1,10621,1,1,3,5,At Risk,0
C02021,410,1,8709,2,1,3,6,At Risk,0
C02022,111,7,109507,3,4,5,12,Loyal Customers,3
C02023,103,6,21945,3,4,4,11,Loyal Customers,3
C02024,75,3,182246,4,3,5,12,Loyal Customers,3
C02025,68,4,21013,4,3,4,11,Loyal Customers,3
C02026,112,2,69466,3,2,5,10,Loyal Customers,3
C02027,39,7,14219,5,4,3,12,Loyal Customers,3
C02028,350,1,16359,2,1,3,6,At Risk,0
C02029,509,1,13354,1,1,3,5,At Risk,0
C02030,63,7,6579,4,4,2,10,Loyal Customers,3
C02031,25,8,11185,5,5,3,13,Champions,3
C02032,272,2,5564,2,2,2,6,At Risk,3
C02033,509,1,4005,1,1,2,4,Lost,0
C02034,468,1,1267,1,1,1,3,Lost,0
C02035,15,44,94470,5,5,5,15,Champions,2
C02036,49,9,28673,5,5,4,14,Champions,3
C02037,29,16,37528,5,5,4,14,Champions,3
C02038,63,8,13885,4,5,3,12,Loyal Customers,3
C02039,24,16,187269,5,5,5,15,Champions,3
C02040,65,6,28577,4,4,4,12,Loyal Customers,3
C02041,39,10,31363,5,5,4,14,Champions,3
C02042,271,2,4243,2,2,2,6,At Risk,3
C02043,78,6,72524,4,4,5,13,Champions,3
C02044,512,1,1806,1,1,1,3,Lost,0
C02045,18,13,343957,5,5,5,15,Champions,1
C02046,185,2,21243,3,2,4,9,Potential Loyalists,3
C02047,236,2,5269,2,2,2,6,At Risk,3
C02048,73,10,109395,4,5,5,14,Champions,3
C02049,759,1,3131,1,1,2,4,Lost,0
C02050,71,8,29562,4,5,4,13,Champions,3
C02051,9,24,44410,5,5,5,15,Champions,2
C02052,13,20,230084,5,5,5,15,Champions,2
C02053,131,4,6718,3,3,2,8,Potential Loyalists,3
C02054,69,10,55013,4,5,5,14,Champions,3
C02055,116,4,16201,3,3,3,9,Potential Loyalists,3
C02056,257,1,4517,2,1,2,5,At Risk,3
C02057,21,12,37231,5,5,4,14,Champions,3
C02058,79,5,18662,4,3,4,11,Loyal Customers,3
C02059,54,5,4299,5,3,2,10,Loyal Customers,3
C02060,349,2,1156,2,2,1,5,At Risk,0
C02061,127,6,19964,3,4,4,11,Loyal Customers,3
C02062,72,8,50140,4,5,5,14,Champions,3
C02063,108,3,3267,3,3,2,8,Potential Loyalists,3
C02064,22,12,357918,5,5,5,15,Champions,1
C02065,62,6,95724,4,4,5,13,Champions,3
C02066,253,3,10732,2,3,3,8,Potential Loyalists,3
C02067,633,1,5047,1,1,2,4,Lost,0
C02068,99,6,16508,3,4,3,10,Loyal Customers,3
C02069,255,2,3775,2,2,2,6,At Risk,3
C02070,43,12,52548,5,5,5,15,Champions,3
C02071,247,1,2664,2,1,1,4,Lost,3
C02072,54,8,12822,5,5,3,13,Champions,3
C02073,699,1,1914,1,1,1,3,Lost,0
C02074,682,1,1207,1,1,1,3,Lost,0
C02075,340,1,4727,2,1,2,5,At Risk,0
C02076,748,1,12854,1,1,3,5,At Risk,0
C02077,444,1,7804,1,1,2,4,Lost,0
C02078,289,2,57787,2,2,5,9,Potential Loyalists,3
C02079,174,2,7932,3,2,2,7,Potential Loyalists,3
C02080,55,7,17010,4,4,3,11,Loyal Customers,3
C02081,370,1,1025,2,1,1,4,Lost,0
C02082,483,1,840,1,1,1,3,Lost,0
C02083,61,7,18370,4,4,4,12,Loyal Customers,3
C02084,694,1,4261,1,1,2,4,Lost,0
C02085,353,1,2838,2,1,1,4,Lost,0
C02086,63,6,108050,4,4,5,13,Champions,3
C02087,452,1,1509,1,1,1,3,Lost,0
C02088,14,40,117100,5,5,5,15,Champions,2
C02089,785,1,11658,1,1,3,5,At Risk,0
C02090,192,1,1001,3,1,1,5,At Risk,3
C02091,41,7,21832,5,4,4,13,Champions,3
C02092,770,1,5483,1,1,2,4,Lost,0
C02093,27,21,22133,5,5,4,14,Champions,2
C02094,131,4,17237,3,3,4,10,Loyal Customers,3
C02095,70,9,13052,4,5,3,12,Loyal Customers,3
C02096,327,2,24911,2,2,4,8,Potential Loyalists,0
C02097,389,1,1613,2,1,1,4,Lost,0
C02098,68,5,12820,4,3,3,10,Loyal Customers,3
C02099,55,5,7288,4,3,2,9,Potential Loyalists,3
C02100,611,1,718,1,1,1,3,Lost,0
C02101,90,5,7865,4,3,2,9,Potential Loyalists,3
C02102,190,2,34729,3,2,4,9,Potential Loyalists,3
C02103,39,15,134574,5,5,5,15,Champions,3
C02104,654,1,17517,1,1,4,6,At Risk,0
C02105,118,6,10936,3,4,3,10,Loyal Customers,3
C02106,374,2,11042,2,2,3,7,Potential Loyalists,0
C02107,43,8,16244,5,5,3,13,Champions,3
C02108,201,3,13628,2,3,3,8,Potential Loyalists,3
C02109,77,10,69260,4,5,5,14,Champions,3
C02110,124,4,7772,3,3,2,8,Potential Loyalists,3
C02111,678,1,14974,1,1,3,5,At Risk,0
C02112,243,3,8067,2,3,2,7,Potential Loyalists,3
C02113,171,2,3800,3,2,2,7,Potential Loyalists,3
C02114,255,1,1618,2,1,1,4,Lost,3
C02115,112,7,13448,3,4,3,10,Loyal Customers,3
C02116,92,8,88836,4,5,5,14,Champions,3
C02117,791,1,958,1,1,1,3,Lost,0
C02118,589,1,5747,1,1,2,4,Lost,0
C02119,106,7,15841,3,4,3,10,Loyal Customers,3
C02120,131,5,15288,3,3,3,9,Potential Loyalists,3
C02121,47,4,9771,5,3,3,11,Loyal Customers,3
C02122,803,1,33838,1,1,4,6,At Risk,0
C02123,100,6,29765,3,4,4,11,Loyal Customers,3
C02124,121,4,10216,3,3,3,9,Potential Loyalists,3
C02125,35,7,38547,5,4,4,13,Champions,3
C02126,437,1,1017,1,1,1,3,Lost,0
C02127,59,7,12081,4,4,3,11,Loyal Customers,3
C02128,194,1,2609,3,1,1,5,At Risk,3
C02129,587,1,20492,1,1,4,6,At Risk,0
C02130,42,6,35444,5,4,4,13,Champions,3
C02131,81,4,18142,4,3,4,11,Loyal Customers,3
C02132,28,12,48415,5,5,5,15,Champions,3
C02133,399,1,8455,2,1,3,6,At Risk,0
C02134,61,11,27826,4,5,4,13,Champions,3
C02135,42,8,7229,5,5,2,12,Loyal Customers,3
C02136,15,20,338544,5,5,5,15,Champions,1
C02137,163,2,3682,3,2,2,7,Potential Loyalists,3
C02138,339,1,1095,2,1,1,4,Lost,0
C02139,121,5,18711,3,3,4,10,Loyal Customers,3
C02140,110,6,94160,3,4,5,12,Loyal Customers,3
C02141,280,1,3842,2,1,2,5,At Risk,0
C02142,42,6,13499,5,4,3,12,Loyal Customers,3
C02143,591,1,2293,1,1,1,3,Lost,0
C02144,131,6,20565,3,4,4,11,Loyal Customers,3
C02145,57,10,42986,4,5,5,14,Champions,3
C02146,175,4,80615,3,3,5,11,Loyal Customers,3
C02147,58,12,24531,4,5,4,13,Champions,3
C02148,23,13,177704,5,5,5,15,Champions,3
C02149,20,10,31744,5,5,4,14,Champions,3
C02150,155,5,7387,3,3,2,8,Potential Loyalists,3
C02151,75,6,123470,4,4,5,13,Champions,3
C02152,311,1,536,2,1,1,4,Lost,0
C02153,252,1,2569,2,1,1,4,Lost,3
C02154,135,4,36820,3,3,4,10,Loyal Customers,3
C02155,239,3,18750,2,3,4,9,Potential Loyalists,3
C02156,31,7,298771,5,4,5,14,Champions,3
C02157,55,7,156671,4,4,5,13,Champions,3
C02158,23,12,313095,5,5,5,15,Champions,1
C02159,234,1,927,2,1,1,4,Lost,3
C02160,532,1,10830,1,1,3,5,At Risk,0
C02161,249,2,18310,2,2,4,8,Potential Loyalists,3
C02162,53,4,48871,5,3,5,13,Champions,3
C02163,35,8,20390,5,5,4,14,Champions,3
C02164,198,1,5820,3,1,2,6,At Risk,3
C02165,31,19,56488,5,5,5,15,Champions,3
C02166,117,2,15500,3,2,3,8,Potential Loyalists,3
C02167,326,1,3360,2,1,2,5,At Risk,0
C02168,77,6,13200,4,4,3,11,Loyal Customers,3
C02169,96,2,2014,4,2,1,7,Potential Loyalists,3
C02170,32,9,6908,5,5,2,12,Loyal Customers,3
C02171,105,6,40133,3,4,4,11,Loyal Customers,3
C02172,493,1,2080,1,1,1,3,Lost,0
C02173,154,2,5122,3,2,2,7,Potential Loyalists,3
